"Ratio,O/F","pc,Pa",Nozzleinl,Nozzleexi,"rho,kg/m^","Tc,K",M,gamma,k,"c*,m/s","Isopt,s","Isvac,s",Cfopt,Cfvac,c.factor,_1
23.1,8801325,0,1,0,2697.5297,29.1365,1.2062,1.2043,1348.0312,219.2589,234.0435,1.5951,1.7026,1,
23.1,8901325,0,1,0,2697.7135,29.137,1.2063,1.2044,1348.0397,219.4254,234.1606,1.5963,1.7035,1,
23.1,9001325,0,1,0,2697.8946,29.1374,1.2063,1.2045,1348.0482,219.5901,234.2766,1.5975,1.7043,1,
23.1,9101325,0,1,0,2698.0731,29.1378,1.2064,1.2045,1348.0565,219.7523,234.3908,1.5986,1.7051,1,
23.1,9201325,0,1,0,2698.249,29.1383,1.2065,1.2046,1348.0647,219.9172,234.5081,1.5998,1.706,1,
23.1,9301325,0,1,0,2698.4225,29.1387,1.2065,1.2047,1348.0728,220.0751,234.6194,1.601,1.7068,1,
23.1,9401325,0,1,0,2698.5936,29.1391,1.2066,1.2048,1348.0807,220.2307,234.729,1.6021,1.7075,1,
23.1,9500000,0,1,0,2698.7602,29.1395,1.2067,1.2048,1348.0884,220.3822,234.8358,1.6032,1.7083,1,
23.2,101325,0,1,0,2563.672,28.8325,1.1695,1.1624,1337.9623,nan,0,0,0,1,
23.2,201325,0,1,0,2591.9084,28.8984,1.1756,1.1697,1340.3032,100.5824,170.0273,0.7359,1.244,1,
23.2,301325,0,1,0,2607.1241,28.9339,1.1793,1.1739,1341.5403,124.9573,177.3003,0.9134,1.2961,1,
23.2,401325,0,1,0,2617.2995,28.9577,1.1819,1.1769,1342.3307,138.9324,183.6766,1.015,1.3419,1,
23.2,501325,0,1,0,2624.8291,28.9753,1.1839,1.1793,1342.8899,148.4398,188.6159,1.084,1.3774,1,
23.2,601325,0,1,0,2630.7433,28.9892,1.1855,1.1811,1343.3131,155.5178,192.5457,1.1353,1.4057,1,
23.2,701325,0,1,0,2635.5761,29.0005,1.1869,1.1827,1343.6484,161.0781,195.7615,1.1756,1.4288,1,
23.2,801325,0,1,0,2639.6384,29.01,1.1881,1.1841,1343.9229,165.6132,198.4594,1.2085,1.4482,1,
23.2,901325,0,1,0,2643.1261,29.0182,1.1891,1.1852,1344.1533,169.4163,200.7696,1.236,1.4648,1,
23.2,1001325,0,1,0,2646.1704,29.0253,1.19,1.1863,1344.3503,172.6717,202.7791,1.2596,1.4792,1,
23.2,1101325,0,1,0,2648.863,29.0316,1.1908,1.1872,1344.5215,175.5121,204.5568,1.2801,1.492,1,
23.2,1201325,0,1,0,2651.2706,29.0373,1.1916,1.188,1344.6721,178.0139,206.1386,1.2982,1.5034,1,
23.2,1301325,0,1,0,2653.4429,29.0424,1.1923,1.1888,1344.806,180.2465,207.5633,1.3144,1.5136,1,
23.2,1401325,0,1,0,2655.4181,29.047,1.1929,1.1895,1344.9262,182.2556,208.8549,1.3289,1.5229,1,
23.2,1501325,0,1,0,2657.226,29.0513,1.1935,1.1902,1345.0348,184.0806,210.0365,1.3421,1.5314,1,
23.2,1601325,0,1,0,2658.8902,29.0552,1.194,1.1908,1345.1337,185.7462,211.1208,1.3542,1.5392,1,
23.2,1701325,0,1,0,2660.4299,29.0588,1.1945,1.1913,1345.2242,187.2768,212.1225,1.3652,1.5464,1,
23.2,1801325,0,1,0,2661.8607,29.0622,1.195,1.1919,1345.3075,188.6909,213.0521,1.3755,1.553,1,
23.2,1901325,0,1,0,2663.1957,29.0653,1.1954,1.1924,1345.3845,190.0030,213.9183,1.385,1.5593,1,
23.2,2001325,0,1,0,2664.4457,29.0682,1.1958,1.1928,1345.4559,191.2277,214.7304,1.3938,1.5651,1,
23.2,2101325,0,1,0,2665.6198,29.071,1.1962,1.1933,1345.5225,192.3711,215.4907,1.4021,1.5706,1,
23.2,2201325,0,1,0,2666.7259,29.0736,1.1966,1.1937,1345.5848,193.4438,216.2061,1.4098,1.5757,1,
23.2,2301325,0,1,0,2667.7706,29.0761,1.197,1.1941,1345.6432,194.4534,216.8815,1.4171,1.5806,1,
23.2,2401325,0,1,0,2668.7597,29.0784,1.1973,1.1944,1345.698,195.4061,217.5204,1.424,1.5852,1,
23.2,2501325,0,1,0,2669.6983,29.0806,1.1976,1.1948,1345.7498,196.3073,218.1263,1.4305,1.5895,1,
23.2,2601325,0,1,0,2670.5908,29.0827,1.1979,1.1952,1345.7987,197.1611,218.7014,1.4367,1.5936,1,
23.2,2701325,0,1,0,2671.441,29.0847,1.1982,1.1955,1345.845,197.9763,219.2527,1.4426,1.5976,1,
23.2,2801325,0,1,0,2672.2524,29.0866,1.1985,1.1958,1345.8889,198.7442,219.7711,1.4481,1.6013,1,
23.2,2901325,0,1,0,2673.0279,29.0885,1.1988,1.1961,1345.9307,199.4852,220.2742,1.4535,1.605,1,
23.2,3001325,0,1,0,2673.7704,29.0902,1.199,1.1964,1345.9704,200.1894,220.7524,1.4586,1.6084,1,
23.2,3101325,0,1,0,2674.4822,29.0919,1.1993,1.1967,1346.0084,200.8607,221.2084,1.4634,1.6117,1,
23.2,3201325,0,1,0,2675.1655,29.0935,1.1995,1.1969,1346.0446,201.5114,221.6528,1.4681,1.6149,1,
23.2,3301325,0,1,0,2675.8222,29.0951,1.1998,1.1972,1346.0793,202.1310,222.0754,1.4726,1.6179,1,
23.2,3401325,0,1,0,2676.4541,29.0966,1.2,1.1974,1346.1125,202.7251,222.481,1.4769,1.6208,1,
23.2,3501325,0,1,0,2677.0629,29.098,1.2002,1.1977,1346.1444,203.2980,222.8729,1.481,1.6236,1,
23.2,3601325,0,1,0,2677.6499,29.0994,1.2004,1.1979,1346.175,203.8485,223.2497,1.485,1.6263,1,
23.2,3701325,0,1,0,2678.2166,29.1007,1.2006,1.1981,1346.2044,204.3784,223.6126,1.4888,1.6289,1,
23.2,3801325,0,1,0,2678.7641,29.102,1.2008,1.1983,1346.2327,204.8964,223.9693,1.4926,1.6315,1,
23.2,3901325,0,1,0,2679.2936,29.1033,1.201,1.1986,1346.26,205.3919,224.3098,1.4961,1.634,1,
23.2,4001325,0,1,0,2679.806,29.1045,1.2012,1.1988,1346.2863,205.8709,224.6393,1.4996,1.6363,1,
23.2,4101325,0,1,0,2680.3023,29.1057,1.2014,1.199,1346.3117,206.3345,224.9585,1.503,1.6386,1,
23.2,4201325,0,1,0,2680.7835,29.1068,1.2015,1.1992,1346.3362,206.7835,225.2679,1.5062,1.6408,1,
23.2,4301325,0,1,0,2681.2502,29.1079,1.2017,1.1993,1346.3599,207.2187,225.5681,1.5093,1.643,1,
23.2,4401325,0,1,0,2681.7032,29.109,1.2019,1.1995,1346.3829,207.6408,225.8594,1.5124,1.6451,1,
23.2,4501325,0,1,0,2682.1433,29.1101,1.202,1.1997,1346.4051,208.0507,226.1427,1.5154,1.6471,1,
23.2,4601325,0,1,0,2682.5711,29.1111,1.2022,1.1999,1346.4266,208.4477,226.417,1.5182,1.6491,1,
23.2,4701325,0,1,0,2682.9871,29.1121,1.2023,1.2,1346.4475,208.8337,226.6839,1.521,1.651,1,
23.2,4801325,0,1,0,2683.3919,29.113,1.2025,1.2002,1346.4677,209.2137,226.948,1.5238,1.6529,1,
23.2,4901325,0,1,0,2683.7861,29.114,1.2026,1.2004,1346.4874,209.5796,227.2016,1.5264,1.6547,1,
23.2,5001325,0,1,0,2684.1701,29.1149,1.2028,1.2005,1346.5065,209.9359,227.4487,1.529,1.6565,1,
23.2,5101325,0,1,0,2684.5443,29.1158,1.2029,1.2007,1346.5251,210.2829,227.6894,1.5315,1.6582,1,
23.2,5201325,0,1,0,2684.9093,29.1166,1.203,1.2008,1346.5432,210.6212,227.9243,1.5339,1.6599,1,
23.2,5301325,0,1,0,2685.2653,29.1175,1.2032,1.201,1346.5607,210.9511,228.1535,1.5363,1.6616,1,
23.2,5401325,0,1,0,2685.6129,29.1183,1.2033,1.2011,1346.5779,211.2730,228.3773,1.5386,1.6632,1,
23.2,5501325,0,1,0,2685.9523,29.1191,1.2034,1.2013,1346.5945,211.5872,228.5958,1.5409,1.6648,1,
23.2,5601325,0,1,0,2686.2838,29.1199,1.2036,1.2014,1346.6108,211.8939,228.8093,1.5431,1.6663,1,
23.2,5701325,0,1,0,2686.6078,29.1207,1.2037,1.2015,1346.6266,212.1943,229.0186,1.5453,1.6678,1,
23.2,5801325,0,1,0,2686.9246,29.1214,1.2038,1.2017,1346.6421,212.4872,229.2226,1.5474,1.6693,1,
23.2,5901325,0,1,0,2687.2344,29.1222,1.2039,1.2018,1346.6572,212.7736,229.4223,1.5495,1.6707,1,
23.2,6001325,0,1,0,2687.5375,29.1229,1.204,1.2019,1346.6719,213.0528,229.6168,1.5515,1.6721,1,
23.2,6101325,0,1,0,2687.8342,29.1236,1.2041,1.202,1346.6863,213.3263,229.8075,1.5535,1.6735,1,
23.2,6201325,0,1,0,2688.1247,29.1243,1.2042,1.2021,1346.7003,213.5979,229.9978,1.5554,1.6748,1,
23.2,6301325,0,1,0,2688.4092,29.125,1.2044,1.2023,1346.7141,213.8606,230.1813,1.5573,1.6762,1,
23.2,6401325,0,1,0,2688.688,29.1257,1.2045,1.2024,1346.7275,214.1181,230.3612,1.5592,1.6775,1,
23.2,6501325,0,1,0,2688.9612,29.1263,1.2046,1.2025,1346.7406,214.3701,230.5372,1.561,1.6787,1,
23.2,6601325,0,1,0,2689.229,29.127,1.2047,1.2026,1346.7535,214.6172,230.71,1.5628,1.68,1,
23.2,6701325,0,1,0,2689.4916,29.1276,1.2048,1.2027,1346.7661,214.8594,230.8794,1.5645,1.6812,1,
23.2,6801325,0,1,0,2689.7492,29.1282,1.2049,1.2028,1346.7784,215.0970,231.0457,1.5662,1.6824,1,
23.2,6901325,0,1,0,2690.002,29.1288,1.205,1.2029,1346.7905,215.3301,231.2088,1.5679,1.6835,1,
23.2,7001325,0,1,0,2690.2501,29.1294,1.205,1.203,1346.8023,215.5579,231.3681,1.5696,1.6847,1,
23.2,7101325,0,1,0,2690.4937,29.13,1.2051,1.2031,1346.8139,215.7817,231.5247,1.5712,1.6858,1,
23.2,7201325,0,1,0,2690.7328,29.1306,1.2052,1.2032,1346.8252,216.0019,231.6789,1.5728,1.6869,1,
23.2,7301325,0,1,0,2690.9677,29.1311,1.2053,1.2033,1346.8364,216.2182,231.8304,1.5743,1.688,1,
23.2,7401325,0,1,0,2691.1985,29.1317,1.2054,1.2034,1346.8473,216.4350,231.9835,1.5759,1.6891,1,
23.2,7501325,0,1,0,2691.4252,29.1322,1.2055,1.2035,1346.858,216.6440,232.1301,1.5774,1.6902,1,
23.2,7601325,0,1,0,2691.6481,29.1328,1.2056,1.2036,1346.8685,216.8493,232.2741,1.5789,1.6912,1,
23.2,7701325,0,1,0,2691.8673,29.1333,1.2057,1.2037,1346.8788,217.0511,232.4157,1.5804,1.6922,1,
23.2,7801325,0,1,0,2692.0827,29.1338,1.2057,1.2038,1346.889,217.2458,232.5514,1.5818,1.6932,1,
23.2,7901325,0,1,0,2692.2947,29.1343,1.2058,1.2039,1346.8989,217.4408,232.6884,1.5832,1.6942,1,
23.2,8001325,0,1,0,2692.5031,29.1348,1.2059,1.204,1346.9087,217.6376,232.8277,1.5846,1.6952,1,
23.2,8101325,0,1,0,2692.7083,29.1353,1.206,1.2041,1346.9183,217.8265,232.9605,1.586,1.6961,1,
23.2,8201325,0,1,0,2692.9101,29.1358,1.2061,1.2041,1346.9277,218.0125,233.0912,1.5873,1.6971,1,
23.2,8301325,0,1,0,2693.1088,29.1363,1.2061,1.2042,1346.937,218.1955,233.2198,1.5886,1.698,1,
23.2,8401325,0,1,0,2693.3044,29.1367,1.2062,1.2043,1346.9461,218.3755,233.3464,1.5899,1.6989,1,
23.2,8501325,0,1,0,2693.4971,29.1372,1.2063,1.2044,1346.9551,218.5529,233.4712,1.5912,1.6998,1,
23.2,8601325,0,1,0,2693.6868,29.1377,1.2064,1.2045,1346.9639,218.7271,233.5936,1.5925,1.7007,1,
23.2,8701325,0,1,0,2693.8736,29.1381,1.2064,1.2046,1346.9726,218.8981,233.7137,1.5937,1.7016,1,
23.2,8801325,0,1,0,2694.0577,29.1386,1.2065,1.2046,1346.9811,219.0669,233.8323,1.5949,1.7024,1,
23.2,8901325,0,1,0,2694.2391,29.139,1.2066,1.2047,1346.9895,219.2338,233.9497,1.5961,1.7033,1,
23.2,9001325,0,1,0,2694.4179,29.1394,1.2066,1.2048,1346.9978,219.3982,234.0654,1.5973,1.7041,1,
23.2,9101325,0,1,0,2694.5941,29.1399,1.2067,1.2049,1347.0059,219.5651,234.1841,1.5985,1.7049,1,
23.2,9201325,0,1,0,2694.7678,29.1403,1.2068,1.2049,1347.0139,219.7250,234.2968,1.5997,1.7057,1,
23.2,9301325,0,1,0,2694.9391,29.1407,1.2068,1.205,1347.0218,219.8826,234.4077,1.6008,1.7065,1,
23.2,9401325,0,1,0,2695.1079,29.1411,1.2069,1.2051,1347.0296,220.0381,234.5173,1.6019,1.7073,1,
23.2,9500000,0,1,0,2695.2723,29.1415,1.207,1.2051,1347.0372,220.1893,234.6239,1.603,1.7081,1,
23.3,101325,0,1,0,2561.4811,28.8375,1.1698,1.1628,1337.0916,nan,0,0,0,1,
23.3,201325,0,1,0,2589.5043,28.9029,1.1759,1.17,1339.3883,100.5223,169.9175,0.736,1.2441,1,
23.3,301325,0,1,0,2604.5933,28.9381,1.1796,1.1743,1340.6034,124.8765,177.1753,0.9135,1.2961,1,
23.3,401325,0,1,0,2614.6789,28.9617,1.1822,1.1773,1341.3797,138.8380,183.541,1.015,1.3418,1,
23.3,501325,0,1,0,2622.1393,28.9792,1.1842,1.1797,1341.9287,148.3354,188.4724,1.084,1.3773,1,
23.3,601325,0,1,0,2627.9974,28.9929,1.1858,1.1815,1342.3439,155.4058,192.3963,1.1353,1.4056,1,
23.3,701325,0,1,0,2632.7833,29.0041,1.1872,1.1831,1342.6728,160.9598,195.6074,1.1756,1.4287,1,
23.3,801325,0,1,0,2636.8053,29.0135,1.1884,1.1844,1342.942,165.4898,198.3014,1.2085,1.4481,1,
23.3,901325,0,1,0,2640.2577,29.0216,1.1894,1.1856,1343.1679,169.2884,200.6082,1.236,1.4647,1,
23.3,1001325,0,1,0,2643.2708,29.0287,1.1904,1.1867,1343.3611,172.5382,202.6134,1.2595,1.4791,1,
23.3,1101325,0,1,0,2645.9354,29.0349,1.1912,1.1876,1343.5289,175.3770,204.3902,1.2801,1.4919,1,
23.3,1201325,0,1,0,2648.3177,29.0405,1.1919,1.1884,1343.6765,177.8759,205.9697,1.2982,1.5032,1,
23.3,1301325,0,1,0,2650.4669,29.0455,1.1926,1.1892,1343.8077,180.1057,207.3922,1.3144,1.5135,1,
23.3,1401325,0,1,0,2652.4209,29.0501,1.1932,1.1899,1343.9254,182.1124,208.6821,1.3289,1.5228,1,
23.3,1501325,0,1,0,2654.2091,29.0543,1.1938,1.1906,1344.0318,183.9353,209.8621,1.3421,1.5312,1,
23.3,1601325,0,1,0,2655.8552,29.0582,1.1943,1.1912,1344.1287,185.5988,210.9448,1.3541,1.539,1,
23.3,1701325,0,1,0,2657.3779,29.0618,1.1949,1.1917,1344.2174,187.1277,211.9452,1.3652,1.5462,1,
23.3,1801325,0,1,0,2658.793,29.0651,1.1953,1.1922,1344.2989,188.5399,212.8734,1.3754,1.5529,1,
23.3,1901325,0,1,0,2660.1131,29.0682,1.1958,1.1927,1344.3744,189.8504,213.7384,1.3849,1.5591,1,
23.3,2001325,0,1,0,2661.349,29.0711,1.1962,1.1932,1344.4444,191.0736,214.5493,1.3937,1.565,1,
23.3,2101325,0,1,0,2662.5099,29.0738,1.1966,1.1936,1344.5096,192.2156,215.3085,1.402,1.5704,1,
23.3,2201325,0,1,0,2663.6034,29.0764,1.1969,1.1941,1344.5705,193.2870,216.023,1.4097,1.5756,1,
23.3,2301325,0,1,0,2664.6362,29.0788,1.1973,1.1944,1344.6277,194.2953,216.6973,1.417,1.5804,1,
23.3,2401325,0,1,0,2665.614,29.0812,1.1976,1.1948,1344.6814,195.2468,217.3354,1.4239,1.585,1,
23.3,2501325,0,1,0,2666.5418,29.0833,1.198,1.1952,1344.7321,196.1469,217.9404,1.4304,1.5894,1,
23.3,2601325,0,1,0,2667.424,29.0854,1.1983,1.1955,1344.78,196.9978,218.5131,1.4366,1.5935,1,
23.3,2701325,0,1,0,2668.2644,29.0874,1.1986,1.1958,1344.8253,197.8138,219.0652,1.4425,1.5975,1,
23.3,2801325,0,1,0,2669.0663,29.0893,1.1988,1.1962,1344.8683,198.5806,219.5826,1.448,1.6012,1,
23.3,2901325,0,1,0,2669.8328,29.0911,1.1991,1.1965,1344.9092,199.3207,220.0852,1.4534,1.6048,1,
23.3,3001325,0,1,0,2670.5666,29.0928,1.1994,1.1967,1344.9481,200.0241,220.5626,1.4585,1.6082,1,
23.3,3101325,0,1,0,2671.27,29.0945,1.1996,1.197,1344.9853,200.6944,221.0178,1.4633,1.6115,1,
23.3,3201325,0,1,0,2671.9452,29.0961,1.1998,1.1973,1345.0208,201.3445,221.4618,1.468,1.6147,1,
23.3,3301325,0,1,0,2672.5942,29.0976,1.2001,1.1975,1345.0547,201.9621,221.8827,1.4725,1.6177,1,
23.3,3401325,0,1,0,2673.2186,29.0991,1.2003,1.1978,1345.0872,202.5566,222.2887,1.4768,1.6206,1,
23.3,3501325,0,1,0,2673.8201,29.1005,1.2005,1.198,1345.1184,203.1260,222.6776,1.4809,1.6234,1,
23.3,3601325,0,1,0,2674.4002,29.1019,1.2007,1.1983,1345.1484,203.6785,223.0563,1.4849,1.6262,1,
23.3,3701325,0,1,0,2674.9601,29.1032,1.2009,1.1985,1345.1772,204.2128,223.4234,1.4888,1.6288,1,
23.3,3801325,0,1,0,2675.501,29.1045,1.2011,1.1987,1345.2049,204.7251,223.7749,1.4925,1.6313,1,
23.3,3901325,0,1,0,2676.0241,29.1057,1.2013,1.1989,1345.2316,205.2200,224.1149,1.496,1.6338,1,
23.3,4001325,0,1,0,2676.5304,29.1069,1.2015,1.1991,1345.2573,205.6984,224.4439,1.4995,1.6362,1,
23.3,4101325,0,1,0,2677.0207,29.1081,1.2017,1.1993,1345.2822,206.1614,224.7626,1.5028,1.6384,1,
23.3,4201325,0,1,0,2677.496,29.1092,1.2019,1.1995,1345.3062,206.6098,225.0716,1.5061,1.6407,1,
23.3,4301325,0,1,0,2677.9571,29.1103,1.202,1.1997,1345.3294,207.0444,225.3714,1.5092,1.6428,1,
23.3,4401325,0,1,0,2678.4047,29.1114,1.2022,1.1999,1345.3519,207.4659,225.6623,1.5123,1.6449,1,
23.3,4501325,0,1,0,2678.8394,29.1124,1.2023,1.2001,1345.3736,207.8753,225.9451,1.5152,1.647,1,
23.3,4601325,0,1,0,2679.2619,29.1134,1.2025,1.2002,1345.3947,208.2717,226.219,1.5181,1.6489,1,
23.3,4701325,0,1,0,2679.6728,29.1144,1.2027,1.2004,1345.4151,208.6563,226.4847,1.5209,1.6508,1,
23.3,4801325,0,1,0,2680.0727,29.1154,1.2028,1.2006,1345.435,209.0368,226.7493,1.5236,1.6527,1,
23.3,4901325,0,1,0,2680.462,29.1163,1.2029,1.2007,1345.4542,209.4023,227.0025,1.5263,1.6546,1,
23.3,5001325,0,1,0,2680.8413,29.1172,1.2031,1.2009,1345.4729,209.7581,227.2492,1.5288,1.6563,1,
23.3,5101325,0,1,0,2681.211,29.1181,1.2032,1.201,1345.4911,210.1047,227.4896,1.5314,1.6581,1,
23.3,5201325,0,1,0,2681.5714,29.1189,1.2034,1.2012,1345.5088,210.4425,227.7241,1.5338,1.6598,1,
23.3,5301325,0,1,0,2681.9231,29.1198,1.2035,1.2013,1345.526,210.7720,227.953,1.5362,1.6614,1,
23.3,5401325,0,1,0,2682.2663,29.1206,1.2036,1.2015,1345.5427,211.0934,228.1764,1.5385,1.663,1,
23.3,5501325,0,1,0,2682.6015,29.1214,1.2037,1.2016,1345.5591,211.4072,228.3946,1.5408,1.6646,1,
23.3,5601325,0,1,0,2682.9289,29.1222,1.2039,1.2017,1345.575,211.7135,228.6078,1.543,1.6661,1,
23.3,5701325,0,1,0,2683.2489,29.1229,1.204,1.2019,1345.5905,212.0135,228.8167,1.5452,1.6676,1,
23.3,5801325,0,1,0,2683.5617,29.1237,1.2041,1.202,1345.6056,212.3060,229.0205,1.5473,1.6691,1,
23.3,5901325,0,1,0,2683.8677,29.1244,1.2042,1.2021,1345.6204,212.5920,229.2198,1.5493,1.6705,1,
23.3,6001325,0,1,0,2684.1671,29.1251,1.2043,1.2022,1345.6348,212.8703,229.4135,1.5513,1.6719,1,
23.3,6101325,0,1,0,2684.4601,29.1258,1.2044,1.2024,1345.6489,213.1474,229.6076,1.5533,1.6733,1,
23.3,6201325,0,1,0,2684.7469,29.1265,1.2046,1.2025,1345.6626,213.4153,229.7945,1.5553,1.6747,1,
23.3,6301325,0,1,0,2685.0279,29.1272,1.2047,1.2026,1345.6761,213.6776,229.9777,1.5572,1.676,1,
23.3,6401325,0,1,0,2685.3031,29.1278,1.2048,1.2027,1345.6892,213.9348,230.1573,1.559,1.6773,1,
23.3,6501325,0,1,0,2685.5729,29.1285,1.2049,1.2028,1345.7021,214.1864,230.3331,1.5609,1.6785,1,
23.3,6601325,0,1,0,2685.8374,29.1291,1.205,1.2029,1345.7147,214.4332,230.5056,1.5626,1.6798,1,
23.3,6701325,0,1,0,2686.0967,29.1297,1.2051,1.2031,1345.727,214.6751,230.6748,1.5644,1.681,1,
23.3,6801325,0,1,0,2686.3511,29.1303,1.2052,1.2032,1345.739,214.9124,230.8408,1.5661,1.6822,1,
23.3,6901325,0,1,0,2686.6007,29.1309,1.2053,1.2033,1345.7508,215.1451,231.0036,1.5678,1.6834,1,
23.3,7001325,0,1,0,2686.8456,29.1315,1.2054,1.2034,1345.7624,215.3720,231.1621,1.5694,1.6845,1,
23.3,7101325,0,1,0,2687.0861,29.1321,1.2054,1.2035,1345.7737,215.5960,231.3189,1.571,1.6856,1,
23.3,7201325,0,1,0,2687.3222,29.1327,1.2055,1.2036,1345.7849,215.8159,231.4729,1.5726,1.6867,1,
23.3,7301325,0,1,0,2687.5542,29.1332,1.2056,1.2037,1345.7958,216.0362,231.6283,1.5742,1.6878,1,
23.3,7401325,0,1,0,2687.782,29.1338,1.2057,1.2038,1345.8064,216.2486,231.7772,1.5758,1.6889,1,
23.3,7501325,0,1,0,2688.0059,29.1343,1.2058,1.2039,1345.8169,216.4573,231.9235,1.5773,1.69,1,
23.3,7601325,0,1,0,2688.226,29.1348,1.2059,1.2039,1345.8272,216.6623,232.0673,1.5788,1.691,1,
23.3,7701325,0,1,0,2688.4423,29.1354,1.206,1.204,1345.8373,216.8600,232.2051,1.5802,1.692,1,
23.3,7801325,0,1,0,2688.6551,29.1359,1.2061,1.2041,1345.8472,217.0581,232.3441,1.5816,1.693,1,
23.3,7901325,0,1,0,2688.8643,29.1364,1.2061,1.2042,1345.857,217.2578,232.4854,1.5831,1.694,1,
23.3,8001325,0,1,0,2689.0701,29.1369,1.2062,1.2043,1345.8665,217.4495,232.6201,1.5844,1.695,1,
23.3,8101325,0,1,0,2689.2726,29.1373,1.2063,1.2044,1345.8759,217.6382,232.7527,1.5858,1.6959,1,
23.3,8201325,0,1,0,2689.4719,29.1378,1.2064,1.2045,1345.8852,217.8239,232.8832,1.5872,1.6969,1,
23.3,8301325,0,1,0,2689.6681,29.1383,1.2064,1.2046,1345.8943,218.0066,233.0115,1.5885,1.6978,1,
23.3,8401325,0,1,0,2689.8612,29.1388,1.2065,1.2046,1345.9032,218.1865,233.138,1.5898,1.6987,1,
23.3,8501325,0,1,0,2690.0514,29.1392,1.2066,1.2047,1345.912,218.3632,233.2621,1.591,1.6996,1,
23.3,8601325,0,1,0,2690.2386,29.1397,1.2067,1.2048,1345.9206,218.5376,233.3848,1.5923,1.7005,1,
23.3,8701325,0,1,0,2690.4231,29.1401,1.2067,1.2049,1345.9291,218.7076,233.504,1.5935,1.7013,1,
23.3,8801325,0,1,0,2690.6048,29.1406,1.2068,1.205,1345.9374,218.8768,233.623,1.5948,1.7022,1,
23.3,8901325,0,1,0,2690.7839,29.141,1.2069,1.205,1345.9457,219.0433,233.7401,1.596,1.703,1,
23.3,9001325,0,1,0,2690.9604,29.1414,1.2069,1.2051,1345.9537,219.2124,233.8603,1.5972,1.7039,1,
23.3,9101325,0,1,0,2691.1343,29.1418,1.207,1.2052,1345.9617,219.3693,233.9695,1.5983,1.7047,1,
23.3,9201325,0,1,0,2691.3058,29.1423,1.2071,1.2053,1345.9695,219.5340,234.0867,1.5995,1.7055,1,
23.3,9301325,0,1,0,2691.4749,29.1427,1.2071,1.2053,1345.9773,219.6915,234.1977,1.6006,1.7063,1,
23.3,9401325,0,1,0,2691.6416,29.1431,1.2072,1.2054,1345.9849,219.8466,234.307,1.6018,1.7071,1,
23.3,9500000,0,1,0,2691.8038,29.1435,1.2073,1.2055,1345.9923,219.9978,234.4135,1.6029,1.7079,1,
23.4,101325,0,1,0,2559.2961,28.8425,1.1701,1.1631,1336.2244,nan,0,0,0,1,
23.4,201325,0,1,0,2587.1073,28.9074,1.1762,1.1704,1338.4773,100.4625,169.8083,0.7361,1.2441,1,
23.4,301325,0,1,0,2602.0706,28.9423,1.1799,1.1747,1339.6708,124.7961,177.0509,0.9135,1.296,1,
23.4,401325,0,1,0,2612.0672,28.9657,1.1825,1.1777,1340.4331,138.7441,183.406,1.0151,1.3418,1,
23.4,501325,0,1,0,2619.459,28.983,1.1845,1.1801,1340.972,148.2314,188.3297,1.084,1.3773,1,
23.4,601325,0,1,0,2625.2616,28.9965,1.1862,1.1819,1341.3795,155.2943,192.2478,1.1353,1.4055,1,
23.4,701325,0,1,0,2630.001,29.0076,1.1876,1.1835,1341.7021,160.8422,195.4543,1.1756,1.4286,1,
23.4,801325,0,1,0,2633.983,29.017,1.1887,1.1848,1341.9661,165.3670,198.1444,1.2084,1.448,1,
23.4,901325,0,1,0,2637.4007,29.025,1.1898,1.186,1342.1876,169.1613,200.4479,1.236,1.4646,1,
23.4,1001325,0,1,0,2640.3828,29.0319,1.1907,1.187,1342.377,172.4135,202.4555,1.2596,1.479,1,
23.4,1101325,0,1,0,2643.0197,29.0381,1.1915,1.188,1342.5414,175.2428,204.2245,1.2801,1.4918,1,
23.4,1201325,0,1,0,2645.3769,29.0437,1.1923,1.1888,1342.6861,177.7387,205.8019,1.2982,1.5031,1,
23.4,1301325,0,1,0,2647.5033,29.0486,1.1929,1.1896,1342.8147,179.9659,207.2223,1.3143,1.5134,1,
23.4,1401325,0,1,0,2649.4364,29.0532,1.1936,1.1903,1342.93,181.9701,208.5104,1.3288,1.5226,1,
23.4,1501325,0,1,0,2651.2053,29.0573,1.1941,1.1909,1343.0343,183.7908,209.6887,1.342,1.5311,1,
23.4,1601325,0,1,0,2652.8334,29.0612,1.1947,1.1915,1343.1292,185.4523,210.77,1.3541,1.5389,1,
23.4,1701325,0,1,0,2654.3394,29.0647,1.1952,1.1921,1343.216,186.9794,211.7689,1.3651,1.5461,1,
23.4,1801325,0,1,0,2655.7388,29.068,1.1957,1.1926,1343.2959,188.3899,212.6958,1.3753,1.5528,1,
23.4,1901325,0,1,0,2657.0442,29.0711,1.1961,1.1931,1343.3698,189.6975,213.5585,1.3848,1.559,1,
23.4,2001325,0,1,0,2658.2663,29.0739,1.1965,1.1936,1343.4383,190.9202,214.3692,1.3937,1.5648,1,
23.4,2101325,0,1,0,2659.4141,29.0766,1.1969,1.194,1343.5022,192.0610,215.1274,1.4019,1.5703,1,
23.4,2201325,0,1,0,2660.4952,29.0792,1.1973,1.1944,1343.5619,193.1311,215.841,1.4097,1.5754,1,
